wl,power
384,5.0968E-01
384.5,6.1359E-01
385,6.7355E-01
385.5,6.4363E-01
386,6.2100E-01
386.5,6.4570E-01
387,6.5147E-01
387.5,6.4204E-01
388,6.3582E-01
388.5,6.3136E-01
389,6.8543E-01
389.5,7.5970E-01
390,7.9699E-01
390.5,8.0371E-01
391,8.5138E-01
391.5,8.6344E-01
392,7.9493E-01
392.5,6.6257E-01
393,4.7975E-01
393.5,3.8152E-01
394,4.9567E-01
394.5,6.8385E-01
395,8.0772E-01
395.5,8.6038E-01
396,7.5655E-01
396.5,5.5017E-01
397,4.2619E-01
397.5,6.2945E-01
398,8.5249E-01
398.5,1.0069E+00
399,1.0693E+00
399.5,1.1021E+00
400,1.1141E+00
401,1.1603E+00
402,1.2061E+00
403,1.1613E+00
404,1.1801E+00
405,1.1511E+00
406,1.1227E+00
407,1.1026E+00
408,1.1514E+00
409,1.2299E+00
410,1.0485E+00
411,1.1738E+00
412,1.2478E+00
413,1.1971E+00
414,1.1842E+00
415,1.2258E+00
416,1.2624E+00
417,1.2312E+00
418,1.1777E+00
419,1.2258E+00
420,1.1232E+00
421,1.2757E+00
422,1.2583E+00
423,1.2184E+00
424,1.2117E+00
425,1.2488E+00
426,1.2135E+00
427,1.1724E+00
428,1.1839E+00
429,1.0963E+00
430,8.7462E-01
431,7.9394E-01
432,1.3207E+00
433,1.2288E+00
434,1.1352E+00
435,1.2452E+00
436,1.3659E+00
437,1.3943E+00
438,1.2238E+00
439,1.1775E+00
440,1.3499E+00
441,1.3313E+00
442,1.4250E+00
443,1.4453E+00
444,1.4084E+00
445,1.4619E+00
446,1.3108E+00
447,1.4903E+00
448,1.5081E+00
449,1.5045E+00
450,1.5595E+00
451,1.6173E+00
452,1.5482E+00
453,1.4297E+00
454,1.5335E+00
455,1.5224E+00
456,1.5724E+00
457,1.5854E+00
458,1.5514E+00
459,1.5391E+00
460,1.5291E+00
461,1.5827E+00
462,1.5975E+00
463,1.6031E+00
464,1.5544E+00
465,1.5350E+00
466,1.5673E+00
467,1.4973E+00
468,1.5619E+00
469,1.5682E+00
470,1.5077E+00
471,1.5331E+00
472,1.6126E+00
473,1.5499E+00
474,1.5671E+00
475,1.6185E+00
476,1.5631E+00
477,1.5724E+00
478,1.6230E+00
479,1.5916E+00
480,1.6181E+00
481,1.6177E+00
482,1.6236E+00
483,1.6038E+00
484,1.5734E+00
485,1.5683E+00
486,1.2716E+00
487,1.4241E+00
488,1.5413E+00
489,1.4519E+00
490,1.6224E+00
491,1.5595E+00
492,1.4869E+00
493,1.5903E+00
494,1.5525E+00
495,1.6485E+00
496,1.5676E+00
497,1.5944E+00
498,1.5509E+00
499,1.5507E+00
500,1.5451E+00
501,1.4978E+00
502,1.4966E+00
503,1.5653E+00
504,1.4587E+00
505,1.5635E+00
506,1.6264E+00
507,1.5560E+00
508,1.5165E+00
509,1.5893E+00
510,1.5481E+00
511,1.5769E+00
512,1.6186E+00
513,1.5206E+00
514,1.4885E+00
515,1.5314E+00
516,1.5455E+00
517,1.2594E+00
518,1.4403E+00
519,1.3957E+00
520,1.5236E+00
521,1.5346E+00
522,1.5690E+00
523,1.4789E+00
524,1.5905E+00
525,1.5781E+00
526,1.5341E+00
527,1.3417E+00
528,1.5357E+00
529,1.6071E+00
530,1.5446E+00
531,1.6292E+00
532,1.5998E+00
533,1.4286E+00
534,1.5302E+00
535,1.5535E+00
536,1.6199E+00
537,1.4989E+00
538,1.5738E+00
539,1.5352E+00
540,1.4825E+00
541,1.4251E+00
542,1.5511E+00
543,1.5256E+00
544,1.5792E+00
545,1.5435E+00
546,1.5291E+00
547,1.5490E+00
548,1.5049E+00
549,1.5520E+00
550,1.5399E+00
551,1.5382E+00
552,1.5697E+00
553,1.5250E+00
554,1.5549E+00
555,1.5634E+00
556,1.5366E+00
557,1.4988E+00
558,1.5310E+00
559,1.4483E+00
560,1.4740E+00
561,1.5595E+00
562,1.4847E+00
563,1.5408E+00
564,1.5106E+00
565,1.5201E+00
566,1.4374E+00
567,1.5320E+00
568,1.5180E+00
569,1.4807E+00
570,1.4816E+00
571,1.4331E+00
572,1.5134E+00
573,1.5198E+00
574,1.5119E+00
575,1.4777E+00
576,1.4654E+00
577,1.5023E+00
578,1.4560E+00
579,1.4770E+00
580,1.5020E+00
581,1.5089E+00
582,1.5320E+00
583,1.5479E+00
584,1.5448E+00
585,1.5324E+00
586,1.4953E+00
587,1.5281E+00
588,1.4934E+00
589,1.2894E+00
590,1.3709E+00
591,1.4662E+00
592,1.4354E+00
593,1.4561E+00
594,1.4491E+00
595,1.4308E+00
596,1.4745E+00
597,1.4788E+00
598,1.4607E+00
599,1.4606E+00
600,1.4753E+00
601,1.4579E+00
602,1.4360E+00
603,1.4664E+00
604,1.4921E+00
605,1.4895E+00
606,1.4822E+00
607,1.4911E+00
608,1.4862E+00
609,1.4749E+00
610,1.4686E+00
611,1.4611E+00
612,1.4831E+00
613,1.4621E+00
614,1.4176E+00
615,1.4697E+00
616,1.4310E+00
617,1.4128E+00
618,1.4664E+00
619,1.4733E+00
620,1.4739E+00
621,1.4802E+00
622,1.4269E+00
623,1.4165E+00
624,1.4118E+00
625,1.4026E+00
626,1.4012E+00
627,1.4417E+00
628,1.3631E+00
629,1.4114E+00
630,1.3924E+00
631,1.4161E+00
632,1.3638E+00
633,1.4508E+00
634,1.4284E+00
635,1.4458E+00
636,1.4128E+00
637,1.4610E+00
638,1.4707E+00
639,1.4646E+00
640,1.4340E+00
641,1.4348E+00
642,1.4376E+00
643,1.4525E+00
644,1.4462E+00
645,1.4567E+00
646,1.4150E+00
647,1.4086E+00
648,1.3952E+00
649,1.3519E+00
650,1.3594E+00
651,1.4447E+00
652,1.3871E+00
653,1.4311E+00
654,1.4153E+00
655,1.3499E+00
656,1.1851E+00
657,1.2393E+00
658,1.3855E+00
659,1.3905E+00
660,1.3992E+00
661,1.3933E+00
662,1.3819E+00
663,1.3844E+00
664,1.3967E+00
665,1.4214E+00
666,1.4203E+00
667,1.4102E+00
668,1.4150E+00
669,1.4394E+00
670,1.4196E+00
671,1.4169E+00
672,1.3972E+00
673,1.4094E+00
674,1.4074E+00
675,1.3958E+00
676,1.4120E+00
677,1.3991E+00
678,1.4066E+00
679,1.3947E+00
680,1.3969E+00
681,1.3915E+00
682,1.3981E+00
683,1.3830E+00
684,1.3739E+00
685,1.3748E+00
686,1.3438E+00
687,9.6824E-01
688,1.1206E+00
689,1.1278E+00
690,1.1821E+00
691,1.2333E+00
692,1.2689E+00
693,1.2609E+00
694,1.2464E+00
695,1.2714E+00
696,1.2684E+00
697,1.3403E+00
698,1.3192E+00
699,1.2918E+00
700,1.2823E+00
701,1.2659E+00
702,1.2674E+00
703,1.2747E+00
704,1.3078E+00
705,1.3214E+00
706,1.3144E+00
707,1.3090E+00
708,1.3048E+00
709,1.3095E+00
710,1.3175E+00
711,1.3155E+00
712,1.3071E+00
713,1.2918E+00
714,1.3029E+00
715,1.2587E+00
716,1.2716E+00
717,1.1071E+00
718,1.0296E+00
719,9.2318E-01
720,9.8550E-01
721,1.0861E+00
722,1.2407E+00
723,1.1444E+00
724,1.0555E+00
725,1.0380E+00
726,1.0813E+00
727,1.0850E+00
728,1.0400E+00
729,1.0466E+00
730,1.1285E+00
731,1.0703E+00
732,1.1534E+00
733,1.1962E+00
734,1.2357E+00
735,1.2178E+00
736,1.2059E+00
737,1.2039E+00
738,1.2269E+00
739,1.1905E+00
740,1.2195E+00
741,1.2148E+00
742,1.2153E+00
743,1.2405E+00
744,1.2503E+00
745,1.2497E+00
746,1.2470E+00
747,1.2477E+00
748,1.2401E+00
749,1.2357E+00
750,1.2341E+00
751,1.2286E+00
752,1.2330E+00
753,1.2266E+00
754,1.2420E+00
755,1.2383E+00
756,1.2232E+00
757,1.2221E+00
758,1.2295E+00
759,1.1945E+00
760,2.6604E-01
761,1.5396E-01
762,6.8766E-01
763,3.7952E-01
764,5.3878E-01
765,6.8601E-01
766,8.1461E-01
767,9.7417E-01
768,1.1138E+00
769,1.1278E+00
770,1.1608E+00
771,1.1686E+00
772,1.1778E+00
773,1.1771E+00
774,1.1771E+00
775,1.1771E+00
776,1.1798E+00
777,1.1727E+00
778,1.1713E+00
779,1.1765E+00
780,1.1636E+00
781,1.1607E+00
782,1.1662E+00
783,1.1614E+00
784,1.1536E+00
785,1.1586E+00
786,1.1592E+00
787,1.1450E+00
788,1.1305E+00
789,1.1257E+00
790,1.0910E+00
791,1.1058E+00
792,1.0953E+00
793,1.0875E+00
794,1.0972E+00
795,1.0932E+00
796,1.0742E+00
797,1.0913E+00
798,1.1121E+00
799,1.0905E+00
800,1.0725E+00
801,1.0843E+00
802,1.0856E+00
803,1.0657E+00
804,1.0782E+00
805,1.0545E+00
806,1.0974E+00
807,1.0859E+00
808,1.0821E+00
809,1.0548E+00
810,1.0559E+00
811,1.0533E+00
812,1.0268E+00
813,1.0086E+00
814,9.0356E-01
815,8.9523E-01
816,8.3216E-01
817,8.5183E-01
818,8.2259E-01
819,9.0519E-01
820,8.6188E-01
821,9.9764E-01
822,9.5157E-01
823,6.7271E-01
824,9.3506E-01
825,9.6935E-01
826,9.3381E-01
827,9.8465E-01
828,8.4979E-01
829,9.2930E-01
830,9.1601E-01
831,9.2392E-01
832,8.9426E-01
833,9.5650E-01
834,9.3412E-01
835,1.0032E+00
836,9.7234E-01
837,1.0092E+00
838,9.9901E-01
839,1.0013E+00
840,1.0157E+00
841,1.0101E+00
842,9.9703E-01
843,1.0053E+00
844,9.8631E-01
845,1.0165E+00
846,1.0187E+00
847,9.9170E-01
848,9.9217E-01
849,9.8596E-01
850,8.9372E-01
851,9.7493E-01
852,9.6927E-01
853,9.6486E-01
854,8.5112E-01
855,9.1300E-01
856,9.7317E-01
857,9.9166E-01
858,9.9196E-01
859,9.9171E-01
860,9.8816E-01
861,9.8679E-01
862,9.9449E-01
863,1.0005E+00
864,9.7916E-01
865,9.6324E-01
866,8.4900E-01
867,9.1546E-01
868,9.5920E-01
869,9.4956E-01
870,9.6755E-01
871,9.5387E-01
872,9.6686E-01
873,9.5721E-01
874,9.4042E-01
875,9.2687E-01
876,9.5277E-01
877,9.5615E-01
878,9.5237E-01
879,9.3656E-01
880,9.3957E-01
881,9.0861E-01
882,9.3245E-01
883,9.2927E-01
884,9.3305E-01
885,9.4423E-01
886,9.0752E-01
887,9.1062E-01
888,9.2228E-01
889,9.3455E-01
890,9.2393E-01
891,9.2584E-01
892,9.0881E-01
893,8.7327E-01
894,8.5130E-01
895,8.1357E-01
896,7.6253E-01
897,6.6566E-01
898,7.1780E-01
899,5.4871E-01
900,7.4260E-01
901,5.9933E-01
902,6.6791E-01
903,6.8889E-01
904,8.4457E-01
905,8.1709E-01
906,7.7558E-01
907,6.3854E-01
908,6.5217E-01
909,7.0431E-01
910,6.2467E-01
911,6.6808E-01
912,6.8893E-01
913,6.2834E-01
914,6.2649E-01
915,6.7836E-01
916,5.7646E-01
917,7.3017E-01
918,5.9271E-01
919,7.3877E-01
920,7.4414E-01
921,7.8049E-01
922,7.0026E-01
923,7.4504E-01
924,7.2150E-01
925,7.1110E-01
926,7.0331E-01
927,7.8742E-01
928,5.8968E-01
929,5.5127E-01
930,4.3210E-01
931,4.0921E-01
932,3.0086E-01
933,2.4841E-01
934,1.4380E-01
935,2.5084E-01
936,1.6142E-01
937,1.6338E-01
938,2.0058E-01
939,3.9887E-01
940,4.7181E-01
941,3.7195E-01
942,4.0532E-01
943,2.7834E-01
944,2.8579E-01
945,3.6821E-01
946,1.9461E-01
947,3.7112E-01
948,2.7423E-01
949,4.9396E-01
950,1.4726E-01
951,4.8378E-01
952,2.6891E-01
953,3.4362E-01
954,4.2411E-01
955,3.4117E-01
956,3.2821E-01
957,2.7067E-01
958,4.6101E-01
959,3.7385E-01
960,4.2066E-01
961,4.6120E-01
962,4.4174E-01
963,5.0503E-01
964,4.5860E-01
965,5.0374E-01
966,5.0275E-01
967,5.0240E-01
968,6.5210E-01
969,6.8622E-01
970,6.3461E-01
971,7.1397E-01
972,6.8765E-01
973,6.0648E-01
974,5.7529E-01
975,5.8987E-01
976,5.7191E-01
977,6.3864E-01
978,6.1509E-01
979,6.3815E-01
980,6.0468E-01
981,7.1338E-01
982,6.9218E-01
983,6.6865E-01
984,7.3732E-01
985,6.8817E-01
986,7.5083E-01
987,7.3928E-01
988,7.3462E-01
989,7.4906E-01
990,7.3227E-01
991,7.5358E-01
992,7.5102E-01
993,7.3728E-01
994,7.5410E-01
995,7.5176E-01
996,7.4884E-01
997,7.3971E-01
998,7.3887E-01
999,7.3857E-01
1000,7.3532E-01
1001,7.4442E-01
1002,7.2805E-01
1003,7.3442E-01
1004,7.2336E-01
1005,6.8174E-01
1006,7.1252E-01
1007,7.2753E-01
1008,7.2685E-01
1009,7.1972E-01
1010,7.1914E-01
1011,7.2278E-01
1012,7.1877E-01
1013,7.1761E-01
1014,7.2068E-01
1015,7.0817E-01
1016,7.1129E-01
1017,7.0337E-01
1018,7.1422E-01
1019,6.8878E-01
1020,6.9896E-01
1021,7.0175E-01
1022,6.8970E-01
1023,6.9508E-01
1024,6.9058E-01
1025,6.9753E-01
1026,6.9636E-01
1027,6.9305E-01
1028,6.9385E-01
1029,6.8628E-01
1030,6.9055E-01
1031,6.8736E-01
1032,6.8787E-01
1033,6.7613E-01
1034,6.8015E-01
1035,6.8234E-01
1036,6.8202E-01
1037,6.7497E-01
1038,6.7172E-01
1039,6.7636E-01
1040,6.7170E-01
1041,6.7176E-01
1042,6.7200E-01
1043,6.6525E-01
1044,6.6833E-01
1045,6.6452E-01
1046,6.4714E-01
1047,6.5694E-01
1048,6.6274E-01
1049,6.5896E-01
1050,6.5463E-01
1051,6.5521E-01
1052,6.5118E-01
1053,6.4919E-01
1054,6.4646E-01
1055,6.4847E-01
1056,6.4641E-01
1057,6.4482E-01
1058,6.3818E-01
1059,6.1875E-01
1060,6.3585E-01
1061,6.2121E-01
1062,6.3266E-01
1063,6.2239E-01
1064,6.3196E-01
1065,6.2913E-01
1066,6.1713E-01
1067,6.2032E-01
1068,6.1944E-01
1069,5.8626E-01
1070,6.0469E-01
1071,6.1661E-01
1072,6.1536E-01
1073,6.0363E-01
1074,6.2158E-01
1075,5.9252E-01
1076,6.1471E-01
1077,6.0434E-01
1078,6.0321E-01
1079,6.0474E-01
1080,5.9722E-01
1081,5.8083E-01
1082,5.8940E-01
1083,5.9814E-01
1084,5.7852E-01
1085,5.9330E-01
1086,5.5410E-01
1087,5.6697E-01
1088,5.9317E-01
1089,5.7919E-01
1090,5.5573E-01
1091,5.8835E-01
1092,5.8124E-01
1093,5.1058E-01
1094,5.3965E-01
1095,5.2067E-01
1096,5.0323E-01
1097,5.7852E-01
1098,5.0291E-01
1099,5.0772E-01
1100,4.8577E-01
1101,4.9696E-01
1102,4.6883E-01
1103,4.6637E-01
1104,4.6765E-01
1105,5.0644E-01
1106,3.9792E-01
1107,4.8304E-01
1108,4.1565E-01
1109,4.1278E-01
1110,4.7899E-01
1111,3.3154E-01
1112,4.1357E-01
1113,2.6850E-01
1114,2.9985E-01
1115,2.4987E-01
1116,2.0136E-01
1117,7.9618E-02
1118,2.1753E-01
1119,1.1317E-01
1120,1.4189E-01
1121,1.8586E-01
1122,8.1686E-02
1123,1.2817E-01
1124,1.0870E-01
1125,1.4428E-01
1126,5.1589E-02
1127,1.5725E-01
1128,9.9224E-02
1129,1.0591E-01
1130,7.0574E-02
1131,2.9560E-01
1132,2.3411E-01
1133,1.5331E-01
1134,4.1740E-02
1135,1.5462E-02
1136,1.2876E-01
1137,2.8785E-01
1138,2.0329E-01
1139,2.9850E-01
1140,2.5599E-01
1141,1.9337E-01
1142,2.2479E-01
1143,3.1183E-01
1144,1.1326E-01
1145,1.4604E-01
1146,1.5764E-01
1147,5.9176E-02
1148,2.7113E-01
1149,2.1854E-01
1150,1.2164E-01
1151,2.0340E-01
1152,2.4762E-01
1153,2.3812E-01
1154,1.4248E-01
1155,3.1316E-01
1156,2.8090E-01
1157,3.1458E-01
1158,3.1171E-01
1159,3.3693E-01
1160,2.8648E-01
1161,3.4753E-01
1162,3.5002E-01
1163,4.6857E-01
1164,4.0188E-01
1165,3.8860E-01
1166,3.7494E-01
1167,4.0996E-01
1168,4.1954E-01
1169,4.2310E-01
1170,4.5873E-01
1171,4.4831E-01
1172,4.5483E-01
1173,4.5642E-01
1174,3.3692E-01
1175,4.5240E-01
1176,4.7679E-01
1177,4.7235E-01
1178,3.6000E-01
1179,4.8371E-01
1180,4.4069E-01
1181,4.5514E-01
1182,3.2318E-01
1183,4.3870E-01
1184,4.1985E-01
1185,4.0741E-01
1186,4.7715E-01
1187,4.5575E-01
1188,3.3504E-01
1189,4.1569E-01
1190,4.6239E-01
1191,4.4660E-01
1192,4.7336E-01
1193,4.5434E-01
1194,4.6890E-01
1195,4.4696E-01
1196,4.3131E-01
1197,4.7715E-01
1198,4.3392E-01
1199,3.6489E-01
1200,4.4825E-01
1201,4.3708E-01
1202,4.3717E-01
1203,4.3409E-01
1204,3.6247E-01
1205,4.3692E-01
1206,4.8086E-01
1207,4.2986E-01
1208,4.3346E-01
1209,4.1428E-01
1210,4.5336E-01
1211,4.2232E-01
1212,4.2489E-01
1213,4.6956E-01
1214,4.3407E-01
1215,4.2780E-01
1216,4.6640E-01
1217,4.5528E-01
1218,4.5934E-01
1219,4.4663E-01
1220,4.5805E-01
1221,4.6531E-01
1222,4.5139E-01
1223,4.4406E-01
1224,4.4808E-01
1225,4.6236E-01
1226,4.6819E-01
1227,4.3304E-01
1228,4.6658E-01
1229,4.6721E-01
1230,4.6003E-01
1231,4.7203E-01
1232,4.6633E-01
1233,4.5397E-01
1234,4.7016E-01
1235,4.6504E-01
1236,4.6908E-01
1237,4.6339E-01
1238,4.6797E-01
1239,4.6272E-01
1240,4.6077E-01
1241,4.6197E-01
1242,4.6247E-01
1243,4.5754E-01
1244,4.5528E-01
1245,4.5655E-01
1246,4.5945E-01
1247,4.5746E-01
1248,4.5860E-01
1249,4.5966E-01
1250,4.5705E-01
1251,4.5258E-01
1252,4.5097E-01
1253,4.4773E-01
1254,4.4363E-01
1255,4.5070E-01
1256,4.4023E-01
1257,4.3532E-01
1258,4.4496E-01
1259,4.2725E-01
1260,4.3110E-01
1261,4.1146E-01
1262,3.9567E-01
1263,4.0019E-01
1264,3.7148E-01
1265,3.9570E-01
1266,3.8527E-01
1267,3.8822E-01
1268,3.7051E-01
1269,2.4652E-01
1270,3.8744E-01
1271,4.0825E-01
1272,4.0879E-01
1273,4.0625E-01
1274,4.0614E-01
1275,4.1233E-01
1276,4.1693E-01
1277,4.2001E-01
1278,4.2763E-01
1279,4.2456E-01
1280,4.2204E-01
1281,4.1335E-01
1282,3.7305E-01
1283,4.0733E-01
1284,4.2078E-01
1285,4.2399E-01
1286,4.2714E-01
1287,4.2213E-01
1288,4.1989E-01
1289,4.0936E-01
1290,4.1285E-01
1291,4.1786E-01
1292,3.9618E-01
1293,4.1257E-01
1294,4.0421E-01
1295,4.0514E-01
1296,3.8957E-01
1297,3.7130E-01
1298,3.9183E-01
1299,4.0852E-01
1300,3.5312E-01
1301,3.6228E-01
1302,3.9181E-01
1303,3.4621E-01
1304,3.0062E-01
1305,3.8382E-01
1306,3.8453E-01
1307,3.0594E-01
1308,3.4696E-01
1309,3.8413E-01
1310,3.0114E-01
1311,3.3366E-01
1312,3.3337E-01
1313,3.1352E-01
1314,2.8833E-01
1315,2.8581E-01
1316,3.2419E-01
1317,3.1217E-01
1318,3.3328E-01
1319,2.6855E-01
1320,2.5872E-01
1321,2.9866E-01
1322,3.0217E-01
1323,2.3279E-01
1324,2.6249E-01
1325,3.2224E-01
1326,2.8051E-01
1327,2.6625E-01
1328,2.3450E-01
1329,1.7759E-01
1330,2.2923E-01
1331,1.4480E-01
1332,1.4579E-01
1333,2.0304E-01
1334,1.6925E-01
1335,2.3117E-01
1336,1.8348E-01
1337,1.6454E-01
1338,1.7804E-01
1339,1.7681E-01
1340,1.6831E-01
1341,1.7039E-01
1342,1.7798E-01
1343,1.2711E-01
1344,7.5645E-02
1345,1.0904E-01
1346,5.8186E-02
1347,6.0119E-02
1348,4.7451E-03
1349,1.6159E-02
1350,1.6025E-02
1351,4.6298E-03
1352,1.5164E-03
1353,9.6096E-05
1354,2.9009E-04
1355,3.6034E-06
1356,4.8070E-05
1357,7.1786E-05
1358,4.1948E-06
1359,7.3439E-07
1360,2.1404E-06
1361,4.8133E-09
1362,1.8076E-11
1363,3.1563E-06
1364,1.3589E-06
1365,9.0764E-12
1366,1.2791E-05
1367,4.9764E-06
1368,1.4810E-13
1369,5.1667E-07
1370,2.9200E-07
1371,1.9731E-08
1372,2.7498E-06
1373,4.4401E-05
1374,1.7917E-04
1375,3.2332E-04
1376,2.5748E-04
1377,1.2270E-04
1378,1.1089E-03
1379,5.2164E-05
1380,8.1587E-05
1381,2.3716E-06
1382,2.5672E-06
1383,4.4017E-08
1384,6.1689E-07
1385,2.0899E-06
1386,2.5215E-06
1387,1.9896E-04
1388,4.0262E-06
1389,5.8098E-04
1390,4.9328E-04
1391,3.4384E-04
1392,2.3782E-05
1393,1.1586E-04
1394,7.5526E-05
1395,6.7136E-07
1396,6.3215E-09
1397,4.9057E-05
1398,1.2704E-03
1399,8.1226E-04
1400,3.2466E-09
1401,1.0528E-08
1402,1.8353E-03
1403,2.3800E-03
1404,7.3892E-04
1405,3.6444E-07
1406,2.0448E-03
1407,1.7457E-04
1408,1.6493E-03
1409,6.1919E-04
1410,4.6653E-04
1411,2.1142E-03
1412,2.6396E-03
1413,2.3353E-02
1414,3.6378E-04
1415,1.8366E-04
1416,3.5565E-02
1417,1.1759E-02
1418,1.3559E-02
1419,2.1442E-03
1420,8.2718E-03
1421,9.1637E-03
1422,4.6314E-02
1423,9.2198E-03
1424,1.6975E-02
1425,2.5850E-02
1426,2.7792E-02
1427,4.9546E-02
1428,4.5588E-03
1429,3.8020E-02
1430,6.1601E-02
1431,5.0156E-02
1432,2.5194E-03
1433,3.5834E-02
1434,2.0962E-02
1435,2.1416E-02
1436,3.8351E-02
1437,2.9880E-02
1438,1.3263E-02
1439,5.1039E-02
1440,3.9601E-02
1441,3.1800E-02
1442,3.6317E-02
1443,4.5063E-02
1444,6.1791E-02
1445,4.9751E-02
1446,2.3095E-02
1447,3.6215E-02
1448,1.1569E-01
1449,1.0213E-01
1450,2.7412E-02
1451,1.1271E-02
1452,6.2361E-02
1453,8.1978E-02
1454,1.3759E-01
1455,6.6150E-02
1456,8.8509E-02
1457,1.1700E-01
1458,1.3643E-01
1459,1.6307E-01
1460,8.5421E-02
1461,9.0276E-02
1462,1.3060E-01
1463,4.3225E-02
1464,1.5184E-01
1465,9.3383E-02
1466,6.5197E-02
1467,3.6054E-02
1468,7.6942E-02
1469,9.4845E-02
1470,4.9678E-02
1471,1.7848E-02
1472,4.6771E-02
1473,7.0198E-02
1474,9.7339E-02
1475,1.8463E-01
1476,6.8778E-02
1477,6.9736E-02
1478,6.3480E-02
1479,1.2001E-01
1480,6.0637E-02
1481,1.1529E-01
1482,5.8490E-02
1483,1.4859E-01
1484,1.3747E-01
1485,1.2503E-01
